title,authors,editors,tm,type,publisher,isbn,abstract,year,department,pdf_path,external_link,citation,keyword,status,restricted
Less visible but yet vital for human health nutrientdense indigenous vegetables and the need for their urgent promotion in balanced diets,"J.D.H. Keatinge, R.J. Holmer, A.W. Ebert and J.d’A. Hughes",,P,Conference,"AVRDC – Shanhua, Tainan, Taiwan; AVRDC, Bangkok, Thailand",,"This paper describes the importance of indigenous vegetables in traditional food systems with a particular focus on Southeast Asia. Many indigenous vegetables are nutrient dense, may require only low external inputs and currently cope well with abiotic and biotic stresses if grown on a small-scale and in mixed cropping systems. To ensure the food and nutritional security of current and future generations it is an imperative to collect and conserve the full diversity of indigenous vegetable species and other important food crops. Project activities of AVRDC - The World Vegetable Center and its partners focus on the rescue, improved conservation, and seed increase of promising lines, cultivar trials and participatory evaulation of selected accessions, and capacity building in germplasm management. Limited investment in research and development in vegetables, particularly indigenous ones, is a constraining factor in further harnessing their potential for sustainable development.",2014,None,,,"Keatinge, J.D.H., Holmer, R.J., Ebert, A.W., Hughes, Jd’A. (2014). Less visible but yet vital for human health: nutrient-dense indigenous vegetables and the need for their urgent promotion in balanced diets. (In: Promotion of Underutilized Indigenous Food Resources for Food Security and Nutrition in Asia and the Pacific, eds Patrick Durst and Nomindelger Bayasgalanbat).https://www.researchgate.net/publication/268472702_Less_visible_but_yet_vital_for_human_health_Nutrient-dense_indigenous_vegetables_and_their_need_for_urgent_promotion_in_balanced_diets","Plant species, nutritional value of indigenous vegetables, agricultural biodiversity and indigenous and traditional food systems",0,0
Psophocarpus tetragonolobus,T.N. Khan,,P,Article,,,,1993,None,,,"Khan, T.N. (1993). Psophocarpus tetragonolobus.","Psophocarpus tetragonolobus, nutritive content, production, pest and disease management",0,0
Dishes from the wild Phytochemical screening of the Wild Vegetables of Marinduque,Panchito M. Labay,,P,Research,,,,2009,None,,,"Labay, P.M. (2009). Dishes from the wild! Phytochemical screening of the ""Wild Vegetables"" of Marinduque. Marinduque Island Sustainable Living and Environment (ISLE).","Ethnobotany, ethnomedicine, food nutrients, medicinal plants, pharmachemicals, pharmanutrients, phytochemistry, wild vegetables",0,0
Chemical profiling of Philippine Moringa oleifera leaves,"L.G. Lagurin, M.O. Galingana, J.D.J. Magsalin, J.E.S. Escan?o and F.M. Dayrit",,P,Journal,"Department of Chemistry, Ateneo de Manila University, Katipunan Ave., Loyola Heights, Quezon City, 1108, Philippines",,,2017,None,,,"Lagurin, L.G., Galingana, M.O., Magsalin, J.D.J., Escan?o, J.E.S., Dayrit, F.M. (2017). Chemical profiling of Philippine Moringa oleifera leaves. Acta Horticulturae, https://research.ateneo.edu/en/publications/chemical-profiling-of-philippine-moringa-oleifera-leaves","Moringa oleifera, malunggay, quantitative thin-layer chromatography, gas chromatography-mass spectrometry, nuclear magnetic resonance, principal components analysis",0,0
"Screening of the antioxidant properties of the leaf extracts of Philippine medicinal plants Ficus nota (Blanco) Merr., Metroxylon sagu Rottb., Mussaenda philippica A. Rich., Inocarpus fagifer, and Cinnamomum mercadoi Vidal",1Felmer S. Latayada and 2Mylene M. Uy,,NP,Journal,"1Department of Natural Sciences, Caraga State University, Butuan City, Philippines; 2Department of Chemistry, Mindanao State University-Iligan Institute of Technology, Iligan City, Philippines",,"In our continued searched for natural antioxidants from Philippine medicinal plants, decoction and ethanol extracts of the leaves of Ficus nota (Blanco) Merr., Metroxylon sagu Rottb., Mussaenda philippica A. Rich, Inocarpus fagifer, and Cinnamomum mercadoi Vidal were investigated for their antioxidant potentials. The C. mercadoi ethanolic (CmE) extract demonstrated the highest amount of total phenolics (570.58 mg GAE) and it correlates well to its strong radical scavenging activity (91.97% at 500 ppm) against 1,1Diphenyl-2-picrylhydrazyl (DPPH) and high antioxidant capacities (149.91 AAE, 209.98 BHTE). The M. sagu decoction (MsD), (403.00 mg GAE, 96.39 AAE, 139.61 BHTE) and ethanolic (MsE), (310.58 mg GAE/g, 73.49 AAE, 102.36 BHTE) extracts are the second and third that showed high amount of phenolics, strong free radical scavenging against DPPH and high antioxidant capacities, respectively. These are followed by decoction extracts of F. nota (FnD) (88.19% at 500 ppm against DPPH, 216.64 mg GAE, 55.52 AAE, 77.05 BHTE), I. fagifer (IfD) (83.64% at 500 ppm against DPPH, 194.48 mg GAE, 63.13 AAE, 88.89 BHTE), C. mercadoi (CmD) (83.64% at 500 ppm against DPPH, 166.03 mg GAE, 80.88 AAE, 88.31 BHTE), and ethanolic extract of I. fagifer (IfE) (89.76% at 500 ppm against DPPH, 131.48 mg GAE, 59.48 AAE, 82.63 BHTE). These findings may support their traditional/ethnomedicinal claims. This study further indicates that the extracts from C. mercadoi, M. sagu, F. nota, and I. fagifer can be used as important sources of natural antioxidants that may offer protection from the harmful effects caused by 
overproduction of radicals in the body.",2016,None,,https://bepls.com/FEB_2016/4.pdf,"Latayada, F.S. and Uy, M.M. (2016). Screening of the antioxidant properties of the leaf extracts of Philippine medicinal plants Ficus nota (Blanco) Merr., Metroxylon sagu Rottb., Mussaenda philippica A. Rich., Inocarpus fagifer, and Cinnamomum mercadoi Vidal. Bull. Env. Pharmacol. Life Sci","Medicinal plants, 1,1Diphenyl-2-picrylhydrazyl, total phenolics content, total antioxidant capacity, antioxidants, oxidative stress, traditional medicine",0,0
Squash Pastillas Production,Julie Fate Laudencia,,P,Thesis,"Mindoro State College of Agriculture and Technology, Alcate, Victoria, Oriental Mindoro",,,2013,None,,,"Laudencia, J.F. (2013). Squash Pastillas Production. Mindoro State College of Agriculture and Technology, Alcate, Victoria, Oriental Mindoro (Undergraduate thesis).","Squash, operational performance, pastillas",0,0
"The dynamics of food and the Kalingas: an account of a people in the north Luzon highlands, Philippines",Robert Lawless,,NP,Journal,OMERTTA: Journal of Applied Anthropology,,"Describing the production, preparation, consumption, availability, preferences, rites, taboos, and 
diseases of food among the Kalingas in northern luzon, this article covers most of the traditional 
beliefs and behaviors associated with subsistence.",2008,None,,https://www.omertaa.org/archive/omertaa0036.pdf,"Lawless, R. (2008). The dynamics of food and the Kalingas: an account of a people in the north Luzon highlands, Philippines. Omertaa, Journal for Applied Anthropology, http://www.omertaa.org/archive/omertaa0036.pdf.","Kalingas, food preferences, rice, maize, vegetables",0,0
Cultural directions for Philippine agricultural crops (Vol II Vegetables) - Gabi Colocasia esculentum (L.) Schott Araceae,Fe D. Laysa,,P,Book,,,,1974,None,,,"Laysa, F.D. (1974). Cultural directions for Philippine agricultural crops (Vol II Vegetables) - Gabi Colocasia esculentum (L.) Schott Araceae","Gabi, Bicol region, linsa variety, calcium oxalate, upland and lowland cultures",0,0
"Indigenous semi-temperate vegetables of Cordillera, Philippines","Lorenza G. Lirio, Lito O. Ayyokad and Joyce N. Paing",,P,Conference,"Semi-Temperate Vegetable Research and Development Center, Benguet State University, La Trinidad, 2601 Benguet Philippines",,"The Cordillera region in Philippines is home to a diversity of endemic and indigenous plant species, which has captured the interest of environmentalists, researchers and other enthusiasts. Initial survey and documentation of the diversity of the indigenous semi-temperate vegetables in the various municipalities in Benguet and Mountain Province and including Baguio City were undertaken through a participatory approach with the local communities. Forty-seven plants species belonging to 21 families were reported to be eaten as vegetables, utilizing mostly the tops or young shoots. Few made use of the fruits and flowers for food. Of the 21 families, a greater number, (19.15%), belonged to Asteraceae, followed by Solanaceae (10.64%), Amaranthaceae (8.51%), Brassicaceae (6.38%) and Passifloraceae (6.38%). Four plants species which are seemingly endemic are yet to be identified. Other than use as food, 51% of the indigenous vegetables surveyed have medicinal values as well. The results of this research are documented in a handbook entitled “Indigenous Semi-Temperate Vegetables of Cordillera.",2007,None,,,"Lirio, L.G., Ayyokad, L.O., Paing, J.N. (2007). Indigenous semi-temperate vegetables of Cordillera, Philippines. ISHS Acta Horticulturae 752: I International Conference on Indigenous Vegetables and Legumes. Prospectus for Fighting Poverty, Hunger and Malnutrition.https://www.ishs.org/ishs-article/752_95","Ethnobotany, sustainable, conservation, propagation, biodiversity",0,0
Allium production in the Philippines,E.L. Lopez and E.A. Anit,,P,Journal,"Philippine Council for Agriculture, Aquatic, and Natural Resources Research and Development (PCAARRD), Los Baños, Laguna",,"Alliums are important vegetable crops in the Philippines. The most commonly grown species of alliums in the country are Allium cepa L. (onion), A. sativum L. (garlic), and A. ascalonicum L. (shallot). These species are widely used as spices and are common ingredients of most Filipino dishes. Data on supply and utilization of fruit and vegetable products show that about 78% of the total production of garlic and onion is used in food preparation (Anon., 1990). Alliums in dehydrated and powdered form are also used in significant quantities by industries engaged in the manufacture of instant food, soy sauce, pickled vegetables, catsup, and canned food products. In addition, their medicinal value is now well recognized, hence, some proportion of the produce goes to the pharmaceutical industry. Allium production fits very well in the rice farming system in selected regions of the country. Alliums are usually grown after rice towards the dry season when water is not sufficient for another rice crop. Farmers utilize the rice straw from previous cropping as mulching materials in allium production. They consider onion and garlic as good cash crops with high returns to investment.",1994,None,,,"Lopez, E.L. and Anit, E.A.. (1994). Allium production in the Philippines. Acta Hortic.","Allium, cash crop, varietal evaluation, Allium R and D",0,0
